iter	Accuracy	Logloss
80	0.8101811907	0.3945642375
81	0.8107563992	0.3940930451
82	0.8111878056	0.3935629045
83	0.8110440035	0.3930195898
84	0.8114754098	0.3923339002
85	0.8114754098	0.3917704066
86	0.8119068162	0.391201945
87	0.8120506183	0.3908012229
88	0.8121944205	0.3904837173
89	0.8121944205	0.3898110432
90	0.8126258269	0.3894445672
91	0.8123382226	0.3889772727
92	0.8123382226	0.3884883314
93	0.8129134311	0.3879783265
94	0.8132010354	0.3875696547
95	0.8136324418	0.3870375816
96	0.813920046	0.3867667266
97	0.8146390567	0.3863840319
98	0.8144952545	0.38581366
99	0.8144952545	0.3853434754
100	0.8149266609	0.3847252744
101	0.8155018694	0.3833909645
102	0.8155018694	0.3830684593
103	0.8152142652	0.3827011696
104	0.8152142652	0.3823482222
105	0.8155018694	0.3820207485
106	0.8162208801	0.3816997095
107	0.8162208801	0.3814539213
108	0.8165084843	0.3810930013
109	0.8167960886	0.3806393278
110	0.8162208801	0.3803622478
111	0.8169398907	0.379225163
112	0.8173712971	0.3788420595
113	0.8180903077	0.3776557301
114	0.8179465056	0.3772259766
115	0.8190969226	0.3766689446
116	0.8186655162	0.376405495
117	0.8189531205	0.3760676714
118	0.8193845269	0.3755511809
119	0.8196721311	0.3750918594
120	0.819528329	0.3746372389
121	0.8198159333	0.3742343711
122	0.8202473397	0.3738150003
123	0.8205349439	0.3735296587
124	0.8205349439	0.3731505694
125	0.8211101524	0.3727254607
126	0.8208225482	0.3723010122
127	0.8203911418	0.3717803404
128	0.8209663503	0.3712776157
129	0.8208225482	0.3709838304
130	0.8215415588	0.3706216115
131	0.8226919758	0.3701379607
132	0.8229795801	0.369822547
133	0.8226919758	0.3694856934
134	0.8229795801	0.3691354805
135	0.8232671844	0.3690088389
136	0.8231233822	0.3687386969
137	0.8238423929	0.3684876198
138	0.8238423929	0.368249568
139	0.8236985907	0.3679001928
140	0.823986195	0.3675321264
141	0.8242737993	0.3672484085
142	0.8244176014	0.3669686121
143	0.8244176014	0.3663496191
144	0.8249928099	0.3660331633
145	0.8249928099	0.3657863446
146	0.825136612	0.3654790474
147	0.8248490078	0.3652777064
148	0.8257118205	0.3649884849
149	0.8264308312	0.3643861044
150	0.8267184354	0.3640811969
151	0.8267184354	0.3638296139
152	0.8272936439	0.3630409966
153	0.8283002588	0.3625009167
154	0.8274374461	0.3622953558
155	0.8275812482	0.3619056314
156	0.8281564567	0.3615175598
157	0.8288754674	0.3610161733
158	0.8288754674	0.3604447467
159	0.8287316652	0.3601340699
160	0.8291630716	0.3598574948
161	0.829594478	0.3595320596
162	0.829594478	0.3592177388
163	0.829594478	0.3590105245
164	0.8303134886	0.3587675486
165	0.8304572908	0.3585062527
166	0.8304572908	0.3582021681
167	0.8306010929	0.3578074281
168	0.8301696865	0.3574757329
169	0.830744895	0.3570985243
170	0.8314639057	0.3565674388
171	0.8316077078	0.3563824062
172	0.8317515099	0.3561651965
173	0.8317515099	0.3559387497
174	0.8317515099	0.3555583408
175	0.8318953121	0.3550826954
176	0.8313201035	0.354658737
177	0.8320391142	0.354224726
178	0.8321829163	0.3539274572
179	0.8323267184	0.3535729325
180	0.8324705206	0.3529358567
181	0.8326143227	0.3526605371
182	0.8324705206	0.3524175232
183	0.8331895312	0.3518652003
184	0.8339085418	0.3513700789
185	0.8339085418	0.3511237903
186	0.834052344	0.3508002052
187	0.8337647397	0.3504121197
188	0.8341961461	0.3501917567
189	0.8343399482	0.349974647
190	0.8341961461	0.3496952765
191	0.8347713546	0.3494227172
192	0.835202761	0.3491372009
193	0.835202761	0.3487193947
194	0.8356341674	0.3485478559
195	0.8356341674	0.348323678
196	0.8359217716	0.348059396
197	0.8357779695	0.3478106444
198	0.8366407823	0.3475060479
199	0.8372159908	0.3469733213
200	0.8379350014	0.3466572023
201	0.8380788036	0.3463730448
202	0.8380788036	0.3460998473
203	0.8382226057	0.3457544997
204	0.8389416163	0.3452298431
205	0.8399482312	0.3443764139
206	0.8399482312	0.3439642365
207	0.8400920334	0.3437384547
208	0.8398044291	0.3435587294
209	0.8398044291	0.3432309659
210	0.8399482312	0.3430208251
211	0.8405234397	0.3427729745
212	0.840811044	0.3423867521
213	0.8412424504	0.3421784454
214	0.8409548461	0.3415993444
215	0.8412424504	0.3413383434
216	0.8412424504	0.3410399954
217	0.8409548461	0.3407811956
218	0.8410986483	0.3406091081
219	0.8413862525	0.3403933593
220	0.8413862525	0.3401821823
221	0.8421052632	0.3397952228
222	0.8432556802	0.339318826
223	0.8435432844	0.3390775595
224	0.8435432844	0.3388613106
225	0.8435432844	0.3385848924
226	0.8432556802	0.3383156721
227	0.8435432844	0.3378024049
228	0.8435432844	0.3376154334
229	0.8438308887	0.3374656343
230	0.8433994823	0.3371546667
231	0.8438308887	0.3367445124
232	0.8442622951	0.3363876166
233	0.8445498993	0.3360906709
234	0.8445498993	0.3357590329
235	0.8449813057	0.3354291653
236	0.8449813057	0.3351412866
237	0.8455565142	0.3348414768
238	0.84526891	0.3345126197
239	0.8454127121	0.3342644627
240	0.84526891	0.3340410249
241	0.8455565142	0.3335389296
242	0.8457003164	0.33322976
243	0.8458441185	0.3330273281
244	0.8462755249	0.3327100347
245	0.8468507334	0.3324797007
246	0.8468507334	0.33217745
247	0.8469945355	0.331930124
248	0.8471383376	0.3316791463
249	0.8474259419	0.3314764782
250	0.8472821398	0.3312143097
251	0.847569744	0.3309444596
252	0.8477135462	0.3307242323
253	0.8478573483	0.330435829
254	0.8484325568	0.3299797886
255	0.8484325568	0.3296876914
256	0.8485763589	0.3294166528
257	0.8490077653	0.3291624846
258	0.8492953696	0.3288446435
259	0.8498705781	0.3284176682
260	0.849726776	0.3280516934
261	0.849726776	0.327540603
262	0.8500143802	0.3272353876
263	0.8500143802	0.327059871
264	0.8505895887	0.3268379073
265	0.850877193	0.3265597361
266	0.850877193	0.3261929195
267	0.8511647972	0.3259501444
268	0.8510209951	0.3257052717
269	0.8510209951	0.3254789807
270	0.8505895887	0.3252110578
271	0.850877193	0.3247927946
272	0.850877193	0.3246063833
273	0.850877193	0.3243761638
274	0.8513085994	0.3241486169
275	0.8510209951	0.3238355847
276	0.8513085994	0.3236160614
277	0.8515962036	0.323326861
278	0.8514524015	0.323162347
279	0.85202761	0.3230112931
280	0.8518838079	0.3227215327
281	0.8518838079	0.3222561025
282	0.8521714121	0.3219767799
283	0.8521714121	0.3218036924
284	0.8524590164	0.3215922275
285	0.8527466206	0.3210575691
286	0.8537532355	0.3207579156
287	0.8537532355	0.3205281052
288	0.8543284441	0.3201748772
289	0.8543284441	0.3199311533
290	0.8546160483	0.3197828482
291	0.8544722462	0.3195444423
292	0.8546160483	0.3192863855
293	0.8544722462	0.3190837302
294	0.8544722462	0.3188678924
295	0.8541846419	0.3186461223
296	0.8549036526	0.318416416
297	0.8544722462	0.3182537544
298	0.8544722462	0.3179902827
299	0.8541846419	0.3177732076
300	0.8544722462	0.3175587874
301	0.8546160483	0.317335625
302	0.855335059	0.3171863203
303	0.8549036526	0.3168934367
304	0.8551912568	0.3166029392
305	0.8551912568	0.3163653786
306	0.8546160483	0.3162094807
307	0.855335059	0.3156645004
308	0.8554788611	0.3154861453
309	0.8556226632	0.3153852312
310	0.8554788611	0.3152626465
311	0.8557664653	0.3149982892
312	0.8559102675	0.3148063789
313	0.856485476	0.3146359714
314	0.8563416739	0.3144173557
315	0.8567730802	0.3139683248
316	0.8567730802	0.3134159136
317	0.8574920909	0.3130556131
318	0.8583549037	0.3128119387
319	0.8583549037	0.3125821279
320	0.8583549037	0.3123006988
321	0.8583549037	0.3120498953
322	0.8586425079	0.311906908
323	0.8589301122	0.3117085235
324	0.8596491228	0.311428752
325	0.8600805292	0.3112769982
326	0.8602243313	0.3111484521
327	0.8602243313	0.3109020702
328	0.860943342	0.310420064
329	0.8606557377	0.3103033845
330	0.860943342	0.3100142007
331	0.8613747483	0.3097412761
332	0.8612309462	0.3094899259
333	0.8615185505	0.3092061436
334	0.8616623526	0.3090402277
335	0.8619499569	0.30894678
336	0.8618061547	0.308806194
337	0.8619499569	0.3084258185
338	0.8618061547	0.3081392671
339	0.8618061547	0.307845521
340	0.862093759	0.3075756952
341	0.8616623526	0.307335845
342	0.8619499569	0.3071680834
343	0.8622375611	0.3069366047
344	0.8622375611	0.306833623
345	0.8622375611	0.3066905708
346	0.8626689675	0.3063066786
347	0.8631003739	0.3061464171
348	0.8633879781	0.305880209
349	0.8638193845	0.3056171553
350	0.8641069888	0.3053979956
351	0.8641069888	0.3052944624
352	0.8645383952	0.3049747951
353	0.8648259994	0.3048269333
354	0.8652574058	0.3047312487
355	0.8655450101	0.3044823138
356	0.8654012079	0.3043716912
357	0.8655450101	0.3041895308
358	0.8662640207	0.3039519071
359	0.8664078228	0.3036779777
360	0.8672706356	0.3032806618
361	0.8671268335	0.303074518
362	0.8671268335	0.302852431
363	0.8675582399	0.3025100726
364	0.867702042	0.3021936113
365	0.8678458441	0.3019142844
366	0.867702042	0.3016953039
367	0.8671268335	0.3015224148
368	0.8678458441	0.3013544651
369	0.8679896462	0.3009607627
370	0.8679896462	0.3008183432
371	0.8682772505	0.3006597876
372	0.8687086569	0.3003770383
373	0.8685648548	0.3001859332
374	0.8687086569	0.3000407312
375	0.8691400633	0.2997708669
376	0.8694276675	0.2996793456
377	0.8689962611	0.2995253552
378	0.8691400633	0.2993956063
379	0.8692838654	0.2992176417
380	0.8691400633	0.2990466806
381	0.8694276675	0.298957298
382	0.8691400633	0.2987011241
383	0.8698590739	0.2984565403
384	0.8695714697	0.298286327
385	0.870002876	0.2979694841
386	0.8707218867	0.2977422517
387	0.8708656888	0.2976246631
388	0.8707218867	0.2974919279
389	0.8705780846	0.2972918916
390	0.8718723037	0.2969617923
391	0.8720161058	0.2967354036
392	0.8723037101	0.296632294
393	0.8728789186	0.2961492851
394	0.8727351165	0.2959988434
395	0.8728789186	0.2957433575
396	0.8737417314	0.2955295835
397	0.873310325	0.2952466263
398	0.8734541271	0.2949747963
399	0.8741731378	0.2946522984
400	0.8746045441	0.2944210846
401	0.874460742	0.2942411095
402	0.8748921484	0.2940466189
403	0.8753235548	0.293840655
404	0.8754673569	0.2937380609
405	0.8757549612	0.2935002818
406	0.8754673569	0.2932082559
407	0.8751797527	0.2931101074
408	0.8753235548	0.2929229254
409	0.8757549612	0.2927028717
410	0.8758987633	0.2924982176
411	0.8757549612	0.2922776897
412	0.8757549612	0.2920183044
413	0.8760425654	0.2919038424
414	0.8763301697	0.2916535076
415	0.8763301697	0.2913497517
416	0.8767615761	0.2912080996
417	0.8767615761	0.2910401329
418	0.8767615761	0.2908550549
419	0.8769053782	0.2907266433
420	0.8766177739	0.2906018741
421	0.8769053782	0.2904074184
422	0.8766177739	0.290162309
423	0.8769053782	0.2900712302
424	0.8771929825	0.2898397121
425	0.8769053782	0.2896133213
426	0.8773367846	0.289427532
427	0.8774805867	0.2893076848
428	0.8774805867	0.2889518437
429	0.8779119931	0.2886023725
430	0.8786310037	0.28836399
431	0.8786310037	0.2882897197
432	0.8787748059	0.2881293616
433	0.8780557952	0.2879232068
434	0.8780557952	0.2877859178
435	0.8780557952	0.2876397987
436	0.8783433995	0.2873786655
437	0.8790624101	0.2871998962
438	0.8790624101	0.2869439626
439	0.8790624101	0.2867426953
440	0.8790624101	0.2864144596
441	0.880069025	0.2862812933
442	0.8799252229	0.286037149
443	0.880069025	0.2859132705
444	0.8802128271	0.2858485913
445	0.8803566293	0.2856895077
446	0.8806442335	0.2854422541
447	0.8807880357	0.2852957352
448	0.8806442335	0.2852030329
449	0.8806442335	0.2851004348
450	0.8802128271	0.2848885105
451	0.8806442335	0.2847173055
452	0.8805004314	0.284376779
453	0.8803566293	0.2841441128
454	0.8805004314	0.2840287588
455	0.8802128271	0.2838684782
456	0.8802128271	0.283774801
457	0.8803566293	0.2836182007
458	0.8805004314	0.2834890822
459	0.8805004314	0.2832851466
460	0.8802128271	0.283110871
461	0.8810756399	0.2829673738
462	0.8810756399	0.2828380556
463	0.881219442	0.2825701516
464	0.8816508484	0.2823436538
465	0.8813632442	0.2821588773
466	0.8813632442	0.2819963516
467	0.881219442	0.2818172887
468	0.8815070463	0.2816278234
469	0.8817946506	0.2814804168
470	0.8816508484	0.2813916648
471	0.8817946506	0.281234236
472	0.8815070463	0.2810149704
473	0.8813632442	0.2809455373
474	0.8816508484	0.2805387376
475	0.8815070463	0.2804230141
476	0.8817946506	0.2802678931
477	0.8816508484	0.2800662483
478	0.8817946506	0.2798473638
479	0.8823698591	0.2796515721
480	0.8825136612	0.2793901304
481	0.8822260569	0.2792198187
482	0.8825136612	0.2790212842
483	0.8828012655	0.2788024066
484	0.8828012655	0.2786219369
485	0.8829450676	0.2784278585
486	0.8840954846	0.2781584982
487	0.8842392867	0.2779895713
488	0.8842392867	0.2778333005
489	0.8843830889	0.2776458359
490	0.8843830889	0.2775234967
491	0.8843830889	0.2773986282
492	0.8843830889	0.2772771314
493	0.8843830889	0.2770118013
494	0.8843830889	0.276823598
495	0.884526891	0.276665231
496	0.8848144953	0.2765503661
497	0.885677308	0.2763289541
498	0.8862525165	0.2761221584
499	0.8861087144	0.2758807194
500	0.8859649123	0.2758012886
501	0.8862525165	0.2756106645
502	0.8862525165	0.2754551121
503	0.8858211102	0.2752899093
504	0.8862525165	0.2750920571
505	0.8863963187	0.2748866491
506	0.8868277251	0.2746671111
507	0.8872591314	0.2745330856
508	0.8869715272	0.2743549496
509	0.8871153293	0.2741157791
510	0.8869715272	0.2739291876
511	0.8874029336	0.2737449944
512	0.8875467357	0.2735209336
513	0.8872591314	0.2733610366
514	0.8869715272	0.2729790984
515	0.8868277251	0.2728853241
516	0.8868277251	0.2727631858
517	0.8866839229	0.2725314836
518	0.8869715272	0.2724330305
519	0.8872591314	0.2721462596
520	0.8879781421	0.2719496706
521	0.8879781421	0.2717427539
522	0.8879781421	0.2716234885
523	0.8878343399	0.2714585017
524	0.8878343399	0.2713058121
525	0.8878343399	0.2711451947
526	0.8882657463	0.2709847189
527	0.8882657463	0.2708442941
528	0.8885533506	0.2706710123
529	0.8882657463	0.2704559034
530	0.8884095485	0.2702361374
531	0.8881219442	0.2701554306
532	0.8882657463	0.2698851088
533	0.8884095485	0.2697555598
534	0.8881219442	0.269540903
535	0.8882657463	0.2693890272
536	0.8881219442	0.2691480063
537	0.8884095485	0.2690233615
538	0.8884095485	0.2688522171
539	0.8884095485	0.2687226192
540	0.8885533506	0.26857807
541	0.8888409548	0.268364276
542	0.8891285591	0.2681081958
543	0.8894161634	0.267942077
544	0.8894161634	0.2677031718
545	0.8897037676	0.2675541222
546	0.8892723612	0.2674183302
547	0.8892723612	0.2672645401
548	0.8891285591	0.2670286844
549	0.8892723612	0.2669204316
550	0.8894161634	0.2666730864
551	0.8895599655	0.2665113364
552	0.8904227783	0.2663236049
553	0.890135174	0.2662284028
554	0.8902789761	0.2660501067
555	0.8907103825	0.2658768335
556	0.8908541846	0.265627863
557	0.8908541846	0.2655263439
558	0.8908541846	0.2654048515
559	0.8907103825	0.2652348392
560	0.8908541846	0.2651468085
561	0.8911417889	0.2649751568
562	0.8914293932	0.2647910635
563	0.8915731953	0.2646190337
564	0.8915731953	0.2645316946
565	0.8918607995	0.2644209959
566	0.8921484038	0.2642336976
567	0.8924360081	0.2641297123
568	0.8925798102	0.2640037323
569	0.8925798102	0.2638001048
570	0.8924360081	0.2637048448
571	0.8925798102	0.2633822444
572	0.8927236123	0.2631842116
573	0.8925798102	0.2630885979
574	0.8931550187	0.262862428
575	0.8932988208	0.2627001774
576	0.8938740293	0.2626051736
577	0.8932988208	0.2624766162
578	0.8932988208	0.2624036638
579	0.8932988208	0.2623093309
580	0.8935864251	0.2621708989
581	0.893442623	0.2619828775
582	0.8937302272	0.2618401474
583	0.8932988208	0.261696583
584	0.8932988208	0.2616188986
585	0.8931550187	0.2615070915
586	0.8932988208	0.2614270271
587	0.8935864251	0.2612517691
588	0.893442623	0.2611848562
589	0.8941616336	0.261024947
590	0.8940178315	0.2609638113
591	0.8943054357	0.2607920323
592	0.8947368421	0.2606757612
593	0.89459304	0.260453587
594	0.89459304	0.2602024441
595	0.8953120506	0.2598975221
596	0.8953120506	0.2597660787
597	0.8955996549	0.2596030401
598	0.8954558527	0.2594101627
599	0.8958872591	0.2593324335
600	0.8958872591	0.2589596517
601	0.8960310613	0.2588294616
602	0.8960310613	0.2587464364
603	0.8964624676	0.2585568754
604	0.8967500719	0.2583947151
605	0.8964624676	0.2581555771
606	0.8964624676	0.2579702745
607	0.8966062698	0.2579059981
608	0.8966062698	0.2577804447
609	0.8970376762	0.2575215254
610	0.8974690825	0.2573980064
611	0.8973252804	0.257224538
612	0.8977566868	0.2571318903
613	0.8976128847	0.2569336998
614	0.8979004889	0.2567347018
615	0.8976128847	0.2564135151
616	0.8977566868	0.2562664606
617	0.8979004889	0.256156823
618	0.8977566868	0.2560727778
619	0.8976128847	0.2559213764
620	0.8981880932	0.2556910576
621	0.8981880932	0.2555240871
622	0.8979004889	0.2554059149
623	0.899050906	0.2551276615
624	0.899050906	0.2550155121
625	0.8993385102	0.2548015042
626	0.8996261145	0.2546338649
627	0.8996261145	0.2544807253
628	0.8996261145	0.2543109451
629	0.8994823123	0.2540781905
630	0.8994823123	0.2539189274
631	0.8997699166	0.2537045365
632	0.899050906	0.253552907
633	0.8991947081	0.2532582354
634	0.8994823123	0.2531266416
635	0.8994823123	0.2530408057
636	0.8996261145	0.2528852101
637	0.8997699166	0.2528547494
638	0.8999137187	0.252663392
639	0.8996261145	0.2524615778
640	0.9000575209	0.252336266
641	0.8996261145	0.2522530006
642	0.8997699166	0.2521259436
643	0.8997699166	0.2519135821
644	0.8999137187	0.2517671965
645	0.8999137187	0.2516448221
646	0.8999137187	0.2515538007
647	0.9000575209	0.2514263803
648	0.8999137187	0.2513508232
649	0.8996261145	0.2512512125
650	0.8996261145	0.2511626076
651	0.8999137187	0.2510560618
652	0.8997699166	0.2509096798
653	0.900201323	0.250716145
654	0.900201323	0.2505772185
655	0.900201323	0.2504635927
656	0.900201323	0.2503202202
657	0.9003451251	0.2502550806
658	0.9003451251	0.2501974656
659	0.9004889272	0.2500478888
660	0.9006327294	0.2499293864
661	0.9006327294	0.2498370046
662	0.9007765315	0.2496952296
663	0.9006327294	0.2495337639
664	0.90135174	0.2493297401
665	0.9012079379	0.2492096797
666	0.9012079379	0.2490891665
667	0.9012079379	0.2489387819
668	0.9020707506	0.2487393421
669	0.9029335634	0.2485577644
670	0.9026459592	0.2484186804
671	0.9026459592	0.248310631
672	0.9026459592	0.2482019335
673	0.9027897613	0.2480072367
674	0.9030773655	0.247857323
675	0.9026459592	0.2476903608
676	0.9033649698	0.2475315726
677	0.9030773655	0.2473526167
678	0.9033649698	0.247286555
679	0.9035087719	0.2472054574
680	0.9035087719	0.2470464309
681	0.9035087719	0.2468484022
682	0.9036525741	0.2466564488
683	0.9037963762	0.2464951166
684	0.9043715847	0.2462817527
685	0.9048029911	0.2461058046
686	0.9049467932	0.2460159768
687	0.9049467932	0.2458236112
688	0.9050905953	0.245634562
689	0.9050905953	0.2454453672
690	0.9049467932	0.2453440355
691	0.9048029911	0.2452145814
692	0.9049467932	0.245092588
693	0.9049467932	0.2448198509
694	0.9050905953	0.2447215161
695	0.9049467932	0.2445746789
696	0.9049467932	0.2443939469
697	0.9049467932	0.2442467509
698	0.9050905953	0.2440826298
699	0.9052343975	0.2438527667
700	0.9053781996	0.2436861991
701	0.9053781996	0.2435922895
702	0.9053781996	0.24351695
703	0.9053781996	0.2434361318
704	0.9053781996	0.2433123267
705	0.9052343975	0.2431829352
706	0.9055220017	0.2430457224
707	0.9056658039	0.2429778599
708	0.9055220017	0.242871936
709	0.9052343975	0.2427216223
710	0.9052343975	0.2425866778
711	0.9055220017	0.2424669957
712	0.9055220017	0.2422612034
713	0.9055220017	0.2421649798
714	0.9056658039	0.2420359731
715	0.9059534081	0.2419111433
716	0.9060972102	0.2417535578
717	0.9060972102	0.2416799126
718	0.9063848145	0.2415481389
719	0.9062410124	0.241487647
720	0.9062410124	0.241411456
721	0.9062410124	0.2412985182
722	0.9066724188	0.2411336187
723	0.9066724188	0.2410319003
724	0.906960023	0.2408949961
725	0.9072476273	0.2408220671
726	0.9075352315	0.2406920818
727	0.9075352315	0.2406213679
728	0.9075352315	0.240521662
729	0.9078228358	0.2404064331
730	0.9079666379	0.2402469389
731	0.9079666379	0.2401053773
732	0.9082542422	0.2399959837
733	0.90811044	0.2399383203
734	0.9079666379	0.2397798035
735	0.9079666379	0.2397015728
736	0.9079666379	0.2395301632
737	0.90811044	0.239425956
738	0.90811044	0.2393623307
739	0.9082542422	0.239253113
740	0.9082542422	0.2390928403
741	0.9085418464	0.2389162354
742	0.9086856485	0.2387668196
743	0.9083980443	0.238659897
744	0.9083980443	0.2385398685
745	0.9083980443	0.2383895572
746	0.9085418464	0.2382691119
747	0.9089732528	0.238031696
748	0.9089732528	0.2379547731
749	0.9089732528	0.2377822452
750	0.9089732528	0.2375883248
751	0.9089732528	0.2374021254
752	0.9092608571	0.2372679257
753	0.9094046592	0.2371557574
754	0.9094046592	0.2370104765
755	0.9092608571	0.2369015466
756	0.9098360656	0.2367715312
757	0.9095484613	0.2366806383
758	0.9096922634	0.2365750023
759	0.9098360656	0.236450762
760	0.9099798677	0.2363819117
761	0.9101236698	0.236264432
762	0.9101236698	0.2361543262
763	0.9099798677	0.2360427499
764	0.910267472	0.2359301207
765	0.9104112741	0.2358555579
766	0.9104112741	0.2357077298
767	0.9106988783	0.235531057
768	0.9105550762	0.2354072322
769	0.9106988783	0.2352946025
770	0.9108426805	0.2351270313
771	0.9108426805	0.2349807073
772	0.9108426805	0.234843389
773	0.9105550762	0.2346742025
774	0.9106988783	0.2346124436
775	0.9112740869	0.2343958058
776	0.911417889	0.234324938
777	0.9115616911	0.2341527577
778	0.9115616911	0.2339793789
779	0.9115616911	0.2339078598
780	0.9115616911	0.2337820962
781	0.9115616911	0.2336598393
782	0.9117054932	0.2335508605
783	0.9119930975	0.233464821
784	0.9121368996	0.2333416288
785	0.9118492954	0.2331984323
786	0.9119930975	0.2331257076
787	0.9119930975	0.2329214761
788	0.9119930975	0.2328669792
789	0.9119930975	0.2327613374
790	0.9124245039	0.2326226957
791	0.9121368996	0.2324654835
792	0.9122807018	0.2323066917
793	0.9121368996	0.2321641183
794	0.9124245039	0.2320952558
795	0.9127121081	0.2320138847
796	0.9127121081	0.231921546
797	0.9131435145	0.2317954451
798	0.9131435145	0.231653335
799	0.9132873167	0.2313489845
800	0.9131435145	0.2312140495
801	0.9132873167	0.2310501497
802	0.9134311188	0.2310099269
803	0.9131435145	0.2309166834
804	0.9134311188	0.2307659466
805	0.9132873167	0.2305900377
806	0.9132873167	0.2304028814
807	0.9134311188	0.2303672861
808	0.9140063273	0.2302741904
809	0.9135749209	0.2301562983
810	0.9138625252	0.2300474568
811	0.913718723	0.2299108899
812	0.9138625252	0.2297616241
813	0.9142939316	0.2296145062
814	0.9142939316	0.2295531692
815	0.9142939316	0.2294215139
816	0.9144377337	0.2294034327
817	0.9145815358	0.2293004195
818	0.9148691401	0.2291642543
819	0.9147253379	0.2290333786
820	0.9148691401	0.2289283698
821	0.9150129422	0.2288233534
822	0.9154443486	0.228690516
823	0.9155881507	0.22854763
824	0.915875755	0.2284604855
825	0.9155881507	0.228319743
826	0.9155881507	0.2281964078
827	0.9155881507	0.2281131036
828	0.9155881507	0.2280092525
829	0.9157319528	0.2279105438
830	0.9155881507	0.2277878994
831	0.9155881507	0.2276580844
832	0.9154443486	0.2275255139
833	0.9155881507	0.2273961365
834	0.9154443486	0.2273393729
835	0.9154443486	0.2272067302
836	0.915875755	0.2269394263
837	0.9161633592	0.2268645442
838	0.9160195571	0.2267599949
839	0.9160195571	0.2267105568
840	0.915875755	0.2266203106
841	0.915875755	0.2265204914
842	0.9160195571	0.2264535781
843	0.9160195571	0.2262954312
844	0.9160195571	0.2261567785
845	0.9160195571	0.2260334303
846	0.9160195571	0.2260126169
847	0.9161633592	0.2258846318
848	0.9161633592	0.2257508291
849	0.9161633592	0.2256906642
850	0.9164509635	0.2255827062
851	0.9165947656	0.2254866772
852	0.9167385677	0.2253652378
853	0.9167385677	0.2252119731
854	0.917026172	0.2250835709
855	0.9171699741	0.2249421664
856	0.9173137762	0.2248533581
857	0.9177451826	0.224701585
858	0.9176013805	0.2245906183
859	0.9176013805	0.2245099587
860	0.9176013805	0.2244049064
861	0.9176013805	0.2242708303
862	0.918176589	0.2241535
863	0.9183203911	0.2240894605
864	0.9183203911	0.2240043726
865	0.9183203911	0.2239564699
866	0.918176589	0.2238698738
867	0.9184641933	0.2238134376
868	0.9186079954	0.223685313
869	0.9184641933	0.2235853734
870	0.9186079954	0.2234788613
871	0.9184641933	0.2234112138
872	0.9186079954	0.223353127
873	0.9186079954	0.2232001987
874	0.9188955997	0.2230561934
875	0.9190394018	0.2229773389
876	0.9191832039	0.2228627559
877	0.9191832039	0.2228172402
878	0.919327006	0.2227133915
879	0.9196146103	0.222596946
880	0.9196146103	0.2223442744
881	0.9194708082	0.2222486356
882	0.9194708082	0.2220794241
